id,subject,chapter,group,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
noi-dtd-160,noi,Đái tháo đường,Nội tiết,"BN nam, 61 tuổi, nghề nghiệp thư ký đã về hưu. BN hút thuốc lá và có lối sống ít VĐ. Anh trai ruột có tiền sử đặt stent mạch vành ở tuổi 52. BN có tiền sử trầm cảm 10 năm nay hiện đang dùng fluoxetin, kèm theo có tiền sử THA và đang dtri thiazid (HCTZ) 25mg. Khám LS và làm XN có các chỉ số như sau: BMI 28kg/m2; Ha 140/70 mmHg; đường máu lúc đói 6,7 mmol/l; cholesterol tp 5,3 mmol/l; LDL-C 3,9 mmol/l; HDL-C 0,8 mmol/l; TG 4,2 mmol/l; creatinin 110 umol/l; vòng eo 96 cm Theo hướng dẫn điều trị thì mục tiêu LDL-C cho BN này là",50% giám LDL-C,"Mục tiêu 2,0 mmol/l",Câu A và B,Không có ở trên,,c,
noi-dtd-161,noi,Đái tháo đường,Nội tiết,"BN nữ, 52 tuổi, ở giai đoạn tiền mãn kinh, có hút thuốc, tiền sử gia đình có người bị bệnh mạch vành (mẹ bị NMCT năm 55 tuổi). Lối sống ít VĐ, tiền ĐTĐ, THA nhưng ko được kiểm soát tốt HA, thường xuyên có cơn bốc hỏa. Hiện tại BN không sử dụng thuốc để điều trị bệnh lý HA, ĐTĐ hay tiền mãn kinh Khám LS và XN có các chỉ số sau: cholesterol toàn phần 6,8 mmol/l; triglycerid 2,8 mmol/l; LDL 4,5 mmol/l; HDL 1,0 mmol/l; đường máu lúc đói 6,8 mmol/l; creatinin 150 umol/l; BMI 31,3; BP 140/90 mmHg; vòng eo 90cm BN có mắc HC chuyển hóa không?",Có,Không,Không rõ ràng,,,a,
noi-dtd-162,noi,Đái tháo đường,Nội tiết,"BN nữ, 52 tuổi, ở giai đoạn tiền mãn kinh, có hút thuốc, tiền sử gia đình có người bị bệnh mạch vành (mẹ bị NMCT năm 55 tuổi). Lối sống ít VĐ, tiền ĐTĐ, THA nhưng ko được kiểm soát tốt HA, thường xuyên có cơn bốc hỏa. Hiện tại BN không sử dụng thuốc để điều trị bệnh lý HA, ĐTĐ hay tiền mãn kinh Khám LS và XN có các chỉ số sau: cholesterol toàn phần 6,8 mmol/l; triglycerid 2,8 mmol/l; LDL 4,5 mmol/l; HDL 1,0 mmol/l; đường máu lúc đói 6,8 mmol/l; creatinin 150 umol/l; BMI 31,3; BP 140/90 mmHg; vòng eo 90cm Liệu pháp điều trị nào thích hợp nhất với BN","Fibrat, thay đổi lối sống, thuốc hạ áp, aspirin","Statin, thuốc điều trị ĐTĐ, thay đổi lối sống",Hormon liệu pháp thay thế,"Thuốc điều trị ĐTĐ, aspirin (ở nam vòng bụng > 102 cm",,b,
noi-dtd-163,noi,Đái tháo đường,Nội tiết,"Ông T.G, 65 tuổi, là giáo viên đã nghỉ hưu, không có thói quen tập thể dục, ông có biểu hiện ngừng thở khi ngủ. TS gia đình có bố và anh ruột bị ĐTĐ, không có bệnh lý tim mạch. Ông thường uống 4 cốc bia mỗi ngày, vào những ngày cuối tuần ông uống hơn 4 cốc. Đã bỏ hút thuốc lá cách đây 5 năm Khám LS và xét nghiệm có các chỉ số sau: cholesterol toàn phần 5,9 mmol/l; triglycerid > 18,4 mmol/l; LDL không đo được; HDL 0,7 mmol/l; đường máu đói 8,9 mmol/l; creatinin 90 umol/l; BP 150/90 mmHg; vòng eo 110 cm BN có mắc HC chuyển hóa không?",Có,Không,Không rõ ràng,,,a,
noi-dtd-164,noi,Đái tháo đường,Nội tiết,"Ông T.G, 65 tuổi, là giáo viên đã nghỉ hưu, không có thói quen tập thể dục, ông có biểu hiện ngừng thở khi ngủ. TS gia đình có bố và anh ruột bị ĐTĐ, không có bệnh lý tim mạch. Ông thường uống 4 cốc bia mỗi ngày, vào những ngày cuối tuần ông uống hơn 4 cốc. Đã bỏ hút thuốc lá cách đây 5 năm Khám LS và xét nghiệm có các chỉ số sau: cholesterol toàn phần 5,9 mmol/l; triglycerid > 18,4 mmol/l; LDL không đo được; HDL 0,7 mmol/l; đường máu đói 8,9 mmol/l; creatinin 90 umol/l; BP 150/90 mmHg; vòng eo 110 cm Liệu pháp điều trị nào thích hợp nhất với BN","Fibrat, thay đổi lối sống, thuốc hạ áp, aspirin","Statin, thuốc điều trị ĐTĐ, thay đổi lối sống, thuốc hạ áp","Thuốc hạ áp, aspirin","Thuốc điều trị ĐTĐ, aspirin",,b,
noi-dtd-165,noi,Đái tháo đường,Nội tiết,BN đái tháo đường type 1 đang có nhiễm trùng với biểu hiện sốt 38 độ 2. Nguy cơ biến chứng cấp tính của BN này là:,Hôn mê tăng áp lực thẩm thấu,Hôn mê toan lactic,Hôn mê toan ceton,Hôn mê hạ đường huyết,,c,
noi-dtd-166,noi,Đái tháo đường,Nội tiết,Chống chỉ định vận động trong ĐTÐ:,"Glucose máu >14,5 mmol/l + ceton niệu",Glucose máu > 16.5 mmol/l,Cân nặng đã đạt bình thường,Cả A và B,,d,
noi-dtd-167,noi,Đái tháo đường,Nội tiết,"Nhóm Sulfonylurea, sử dụng không đúng:",Không dùng cho BN suy gan suy thận,Không dùng khi đói,Uống sau ăn,Bắt đầu với liều thấp,,c,Uống trc ăn 15 – 30p
noi-dtd-168,noi,Đái tháo đường,Nội tiết,Dùng sulfunyure khi nào:,ĐTĐ typ 2,ĐTĐ typ 1,ĐTĐ có toan lactic,ĐTĐ sau viêm tụy mạn,,a,
noi-dtd-169,noi,Đái tháo đường,Nội tiết,Liều metformin được sử dụng là:,500 - 2550mg/ngày,1000 - 3000mg/ngày,500 - 1500mg/ngày,1000 - 2550mg/ngày,,a,
noi-dtd-170,noi,Đái tháo đường,Nội tiết,Tiêu chuẩn HbA1c mục tiêu:,"<6,5%",<8%,"<7,5%","Tùy từng BN, thường <7%",,d,
noi-dtd-171,noi,Đái tháo đường,Nội tiết,Insulin analog tác dụng chậm sử dụng làm Insulin nền:,Degludec,Glargin,Levemir,Tất cả các đáp án trên,,d,
noi-dtd-172,noi,Đái tháo đường,Nội tiết,Biểu hiện viêm đa dây thần kinh do đái tháo đường:,Giảm cảm giác nửa người,Gốc chi yếu hơn ngọn chi,Liệt cổ tay cổ chân,"Tê bì dị cảm đầu chi, đối xứng hai bên",,d,
noi-dtd-173,noi,Đái tháo đường,Nội tiết,"Chỉ định làm nghiệm pháp tăng đường huyết, trừ","Đường huyết bất kì ≥ 11,1 mmol/l",RL đường huyết lúc đói,Tiền sử đẻ con to > 4kg,Đường máu đói bình thường nhưng có đường niệu,,a,
noi-dtd-174,noi,Đái tháo đường,Nội tiết,Insulin analog loại tác dụng nhanh có tác dụng sau bao lâu:,15 phút,30 phút,1 giờ,2 giờ,,a,
noi-dtd-175,noi,Đái tháo đường,Nội tiết,Tỷ lệ các thành phần dinh dưỡng cho người đái tháo đường là:,Chất bột đường (carbonhydrat): 30%; chất béo (lipid): 40%; chất đạm (protein): 40%,"Chất bột đường (carbonhydrat): 40-50%, chất béo (lipid): 25-35%; chất đạm (protein): 15-25%.",Chất bột đường (carbonhydrat): 60-70%; chất béo (lipid): 15-20%; chất đạm (protein): 10-20%.,Tất cả các ý trên đều sai,,c,
noi-dtd-176,noi,Đái tháo đường,Nội tiết,ĐTĐ typ 2 sau dùng thuốc viên không đỡ thì nên dùng insulin loại nào,"Dùng Lantus liều 0,2 UI/kg/ngày","Dùng Human Insulin, liều 0,2 – 0,5 UI/kg/ngày","Dùng Human Insulin, liều 0,1 UI/kg/ngày","Dùng Insulin NPH liều 0,1 UI/kg/ngày",,a,
noi-dtd-177,noi,Đái tháo đường,Nội tiết,Tác dụng phụ của alpha glucosidase:,Tụt đường huyết nếu dùng đơn độc,Loạn dưỡng mỡ,RL tiêu hóa,Tăng lactat,,c,
noi-dtd-178,noi,Đái tháo đường,Nội tiết,Làm NP tăng đường huyết CĐ PNCT ở giai đoạn,Sau khi chẩn đoán có thai,16 – 20 tuần,20 – 24 tuần,24 – 28 tuần,,d,
noi-dtd-179,noi,Đái tháo đường,Nội tiết,RL lipid máu hay gặp ở BN ĐTĐ type 1,Giảm HDL – C,Tăng triglycerid đơn độc,Tăng cholesterol và triglycerid máu,Tăng ApoB,,c,
noi-dtd-180,noi,Đái tháo đường,Nội tiết,Biến chứng của bệnh ĐTĐ: Bệnh võng mạc — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-181,noi,Đái tháo đường,Nội tiết,Biến chứng của bệnh ĐTĐ: Bệnh thận — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-182,noi,Đái tháo đường,Nội tiết,Biến chứng của bệnh ĐTĐ: Đột quỵ — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-183,noi,Đái tháo đường,Nội tiết,Biến chứng của bệnh ĐTĐ: Bệnh tim mạch — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-184,noi,Đái tháo đường,Nội tiết,Biến chứng của bệnh ĐTĐ: Bệnh thần kinh F. Tất cả — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-185,noi,Đái tháo đường,Nội tiết,Các bước chăm sóc bàn chân:,5 bước,6 bước,7 bước,8 bước,,b,Theo quy trình giáo dục chăm sóc bàn chân ĐTĐ chuẩn (6 bước).
noi-dtd-186,noi,Đái tháo đường,Nội tiết,Những điều nên làm để chăm sóc bàn chân: Kiểm tra mỗi ngày — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-187,noi,Đái tháo đường,Nội tiết,"Những điều nên làm để chăm sóc bàn chân: Rửa, giữ khô ráo — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-dtd-188,noi,Đái tháo đường,Nội tiết,Những điều nên làm để chăm sóc bàn chân: Làm ấm — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-189,noi,Đái tháo đường,Nội tiết,Những điều nên làm để chăm sóc bàn chân: Cắt và giũa móng chân — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-190,noi,Đái tháo đường,Nội tiết,Những điều nên làm để chăm sóc bàn chân: Kiểm tra giầy và lót F. Tất cả — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-191,noi,Đái tháo đường,Nội tiết,Sulfonylurea dùng liều thấp tăng dần — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-192,noi,Đái tháo đường,Nội tiết,Sulfonylurea dùng sau ăn — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-193,noi,Đái tháo đường,Nội tiết,Sulfonylurea không gây tăng cân — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-194,noi,Đái tháo đường,Nội tiết,Cơ chế tác dụng của Metformin.: Giảm tân tạo G ở gan — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-195,noi,Đái tháo đường,Nội tiết,Cơ chế tác dụng của Metformin.: Ức chế hấp thu G ở ruột — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-196,noi,Đái tháo đường,Nội tiết,Cơ chế tác dụng của Metformin.: Tăng bắt giữ G ở cơ — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-197,noi,Đái tháo đường,Nội tiết,Cơ chế tác dụng của Metformin.: Tăng kích thích tiết insulin — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-198,noi,Đái tháo đường,Nội tiết,Nhóm DDP4 có ưu điểm: Thường chỉ định cho DTĐ typ 1 — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-199,noi,Đái tháo đường,Nội tiết,Nhóm DDP4 có ưu điểm: Không cần chỉnh liều vs bệnh nhân suy thận nặng — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-200,noi,Đái tháo đường,Nội tiết,Nhóm DDP4 có ưu điểm: Hạ đường huyết nhanh — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-201,noi,Đái tháo đường,Nội tiết,Nhóm DDP4 có ưu điểm: Dễ gây hạ đường huyết — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-202,noi,Đái tháo đường,Nội tiết,Điều trị đái tháo đường/suy thận dùng: Sulfo — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-203,noi,Đái tháo đường,Nội tiết,Điều trị đái tháo đường/suy thận dùng: Met — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-204,noi,Đái tháo đường,Nội tiết,Điều trị đái tháo đường/suy thận dùng: Linaglinid — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-205,noi,Đái tháo đường,Nội tiết,Điều trị đái tháo đường/suy thận dùng: Insulin — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-206,noi,Đái tháo đường,Nội tiết,Thuốc ĐTĐ gây giảm cân: SGLT-2 — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-207,noi,Đái tháo đường,Nội tiết,Thuốc ĐTĐ gây giảm cân: GLP-1 — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-208,noi,Đái tháo đường,Nội tiết,Thuốc ĐTĐ gây giảm cân: Metformin — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-209,noi,Đái tháo đường,Nội tiết,Thuốc ĐTĐ gây giảm cân: DDP-4 — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-210,noi,Đái tháo đường,Nội tiết,Thuốc ĐTĐ gây giảm cân: Insulin — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-211,noi,Đái tháo đường,Nội tiết,Về biến chứng thận ở bệnh nhân đái tháo đường: Sử dụng ức chế men chuyển để phòng ngừa tiên phát biến chứng thận — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-212,noi,Đái tháo đường,Nội tiết,Về biến chứng thận ở bệnh nhân đái tháo đường: Metformin là thuốc đầu tay để kiểm soát đường huyết trừ khi có chống chỉ định — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-213,noi,Đái tháo đường,Nội tiết,Về biến chứng thận ở bệnh nhân đái tháo đường: Với người ĐTĐ type II cần tầm soát ngay khi chẩn đoán — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-214,noi,Đái tháo đường,Nội tiết,Về biến chứng thận ở bệnh nhân đái tháo đường: Làm gia tăng biến cố tim mạch ở bệnh nhân ĐTĐ — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-215,noi,Đái tháo đường,Nội tiết,Về đái tháo đường type I: 95% do nguyên nhân tự miễn gây phá hủy tế bào beta — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-216,noi,Đái tháo đường,Nội tiết,Về đái tháo đường type I: Hôn mê tăng áp lực thẩm thấu là biến chứng hay gặp — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-217,noi,Đái tháo đường,Nội tiết,Về đái tháo đường type I: Bệnh ở trẻ em và người cao tuổi — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-218,noi,Đái tháo đường,Nội tiết,Về đái tháo đường type I: LADA có thể điều trị bằng thuốc viên — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-219,noi,Đái tháo đường,Nội tiết,Tác dụng phụ khi tiêm Insulin: Hạ đường máu quá mức — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-220,noi,Đái tháo đường,Nội tiết,Tác dụng phụ khi tiêm Insulin: Loạn dưỡng mỡ dưới da — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-221,noi,Đái tháo đường,Nội tiết,Tác dụng phụ khi tiêm Insulin: Giảm huyết áp — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-222,noi,Đái tháo đường,Nội tiết,Tác dụng phụ khi tiêm Insulin: Dị ứng tại chỗ tiêm — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-223,noi,Đái tháo đường,Nội tiết,Tác dụng phụ khi tiêm Insulin: Giảm cân — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-224,noi,Đái tháo đường,Nội tiết,"Chỉ định dùng sulfonylurea?: DTD typ2 béo phì hoặc không, chế độ ăn và luyện tập không có kết quả — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-dtd-225,noi,Đái tháo đường,Nội tiết,Thuốc GLP-1 dùng cho BN:: tăng ĐH sau ăn — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-226,noi,Đái tháo đường,Nội tiết,Liều điều trị insulin sinh lý ở ĐTĐ typ 1:: 3 nhanh 1 chậm — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-227,noi,Đái tháo đường,Nội tiết,Đường dùng insulin trong cấp cứu toan ceton?: Dùng đường tiêm tm — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-228,noi,Đái tháo đường,Nội tiết,Khám thần kinh cho bn ĐTĐ dùng?: Test monofilament — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-229,noi,Đái tháo đường,Nội tiết,Ngưỡng chẩn đoán tiền ĐTĐ: Slide cô Nga: FPG ≥ 5.6 — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
