id,subject,chapter,group,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
noi-copd-176,noi,COPD,Hô hấp,Phân loại mức độ nặng của đợt cấp COPD theo Burge S (2003): Mức độ nặng mới bắt đầu cần điều trị corticoid đường tĩnh mạch — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-177,noi,COPD,Hô hấp,Phân loại mức độ nặng của đợt cấp COPD theo Burge S (2003): Được chia làm 4 mức độ — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-178,noi,COPD,Hô hấp,Khuyến cáo tiêm phòng vaccin cho bệnh nhân COPD giai đoạn ổn định: Vaccin phòng cúm — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-179,noi,COPD,Hô hấp,Khuyến cáo tiêm phòng vaccin cho bệnh nhân COPD giai đoạn ổn định: Vaccin phòng lao — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-180,noi,COPD,Hô hấp,Khuyến cáo tiêm phòng vaccin cho bệnh nhân COPD giai đoạn ổn định: Vaccin phòng thủy đậu — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-181,noi,COPD,Hô hấp,Khuyến cáo tiêm phòng vaccin cho bệnh nhân COPD giai đoạn ổn định: Vaccin phòng phế cầu — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-182,noi,COPD,Hô hấp,Thuốc cường beta 2 tác dụng ngắn (SABA): Formoterol — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-183,noi,COPD,Hô hấp,Thuốc cường beta 2 tác dụng ngắn (SABA): Terbutalin — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-184,noi,COPD,Hô hấp,Thuốc cường beta 2 tác dụng ngắn (SABA): Salbutamol — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-185,noi,COPD,Hô hấp,Thuốc cường beta 2 tác dụng ngắn (SABA): Tiotropium — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-186,noi,COPD,Hô hấp,Thuốc kết hợp giữa LABA và glucocoticosteroids: Pulmocort — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-187,noi,COPD,Hô hấp,Thuốc kết hợp giữa LABA và glucocoticosteroids: Becotide — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-188,noi,COPD,Hô hấp,Thuốc kết hợp giữa LABA và glucocoticosteroids: Symbicort — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-189,noi,COPD,Hô hấp,Thuốc kết hợp giữa LABA và glucocoticosteroids: Seretide — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-190,noi,COPD,Hô hấp,Theo GOLD 2010 cần dùng thường xuyên thuốc giãn phế quản tác dụng kéo dài cho bệnh nhân COPD giai đoạn ổn định ở: Giai đoạn I — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-191,noi,COPD,Hô hấp,Theo GOLD 2010 cần dùng thường xuyên thuốc giãn phế quản tác dụng kéo dài cho bệnh nhân COPD giai đoạn ổn định ở: Giai đoạn II — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-192,noi,COPD,Hô hấp,Theo GOLD 2010 cần dùng thường xuyên thuốc giãn phế quản tác dụng kéo dài cho bệnh nhân COPD giai đoạn ổn định ở: Giai đoạn III — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-193,noi,COPD,Hô hấp,Theo GOLD 2010 cần dùng thường xuyên thuốc giãn phế quản tác dụng kéo dài cho bệnh nhân COPD giai đoạn ổn định ở: Giai đoạn IV — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-194,noi,COPD,Hô hấp,Thuốc lựa chọn ưu tiên cho bệnh nhân COPD gold D giai đoạn ổn định: ICS+LABA — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-195,noi,COPD,Hô hấp,Thuốc lựa chọn ưu tiên cho bệnh nhân COPD gold D giai đoạn ổn định: ICS+LAMA — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-196,noi,COPD,Hô hấp,Thuốc lựa chọn ưu tiên cho bệnh nhân COPD gold D giai đoạn ổn định: LAMA — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-197,noi,COPD,Hô hấp,Thuốc lựa chọn ưu tiên cho bệnh nhân COPD gold D giai đoạn ổn định: Giai đoạn IV — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-198,noi,COPD,Hô hấp,Điều trị đợt cấp COPD mức độ nhẹ: Tăng liều thuốc giãn phế quản phun hít đến 6-8 lần/ ngày — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-199,noi,COPD,Hô hấp,Điều trị đợt cấp COPD mức độ nhẹ: Thở oxy 1- lít/phút — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-200,noi,COPD,Hô hấp,Điều trị đợt cấp COPD mức độ nhẹ: Methylprednisolon 2mg/kg/ngày tiêm tĩnh mạch — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-201,noi,COPD,Hô hấp,Điều trị đợt cấp COPD mức độ nhẹ: Không cần điều trị kháng sinh — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-202,noi,COPD,Hô hấp,Kháng sinh thường được dùng điều trị đợt cấp COPD: Augmentin/ Unasyn — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-203,noi,COPD,Hô hấp,Kháng sinh thường được dùng điều trị đợt cấp COPD: Cephalosporin thế hệ 3 — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-204,noi,COPD,Hô hấp,Kháng sinh thường được dùng điều trị đợt cấp COPD: Fluoroquinolon — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-205,noi,COPD,Hô hấp,Kháng sinh thường được dùng điều trị đợt cấp COPD: Aminoglycosid — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-206,noi,COPD,Hô hấp,Nguy cơ đợt cấp COPD bệnh nhân nhiễm trực khuẩn mủ xanh (GOLD 2007): Mới nhập viện gần đây — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-207,noi,COPD,Hô hấp,Nguy cơ đợt cấp COPD bệnh nhân nhiễm trực khuẩn mủ xanh (GOLD 2007): Tần suất điều trị kháng sinh ≥6 đợt/ năm — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-208,noi,COPD,Hô hấp,Nguy cơ đợt cấp COPD bệnh nhân nhiễm trực khuẩn mủ xanh (GOLD 2007): COPD giai đoạn D — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-209,noi,COPD,Hô hấp,Nguy cơ đợt cấp COPD bệnh nhân nhiễm trực khuẩn mủ xanh (GOLD 2007): Tìm thấy trực khuẩn mủ xanh trong đợt cấp trước — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-210,noi,COPD,Hô hấp,"Chỉ định nhập viện đợt cấp COPD: Khó thở nhiều tăng lên lúc ngủ, nhịp thở > 25 lần/ phút — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-copd-211,noi,COPD,Hô hấp,Chỉ định nhập viện đợt cấp COPD: Nhịp tim tăng > 100 lần/phút — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-212,noi,COPD,Hô hấp,"Chỉ định nhập viện đợt cấp COPD: COPD giai đoạn C, D — Nhận định này đúng hay sai?",Đúng,Sai,,,,b,
noi-copd-213,noi,COPD,Hô hấp,Chỉ định nhập viện đợt cấp COPD: Có rối loạn ý thức — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-214,noi,COPD,Hô hấp,Vi khuẩn cộng đồng thường gây nhiễm khuẩn dẫn đến đợt cấp COPD: Haemophilus influenzae — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-215,noi,COPD,Hô hấp,Vi khuẩn cộng đồng thường gây nhiễm khuẩn dẫn đến đợt cấp COPD: Staphylococcus aureus — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-copd-216,noi,COPD,Hô hấp,Vi khuẩn cộng đồng thường gây nhiễm khuẩn dẫn đến đợt cấp COPD: Streptococcus pneumoniae — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-217,noi,COPD,Hô hấp,Vi khuẩn cộng đồng thường gây nhiễm khuẩn dẫn đến đợt cấp COPD: Moraxella catarrhalis — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-copd-218,noi,COPD,Hô hấp,"Khám lại sau COPD đợt cấp, đo lại chức năng hô hấp sau bao lâu?
1m: khám lại sau 4w, đo CNHH mỗi năm 1 lần — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-copd-219,noi,COPD,Hô hấp,"Hỏi về dấu hiệu Carvallo, gặp trong cái gì thì phải?!: hở 3 lá cơ năng Thổi tâm thu — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-copd-220,noi,COPD,Hô hấp,Liều oxy trong COPD: 1-3l; 15h/24h — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
